# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Oct 16 07:48:29 2025
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_dens:        Planet Density [g/cm**3]
#
pl_name,pl_orbper,pl_rade,pl_bmasse,pl_bmassprov,pl_dens
HD 80883 b,6383.78352000000,12.80000000,1748.05623850,Mass,4.580000
HD 80913 b,10839.83341000000,12.00000000,7505.20000290,Mass,23.900000
HD 81040 b,1002.70000000000,12.60000000,2301.07766668,Mass,6.320000
HD 81688 b,183.93000000000,13.50000000,525.68818518,Msini,1.170000
HD 81817 b,1021.20159000000,12.00000000,7668.56380410,Mass,24.400000
HD 81817 c,622.97802000000,12.00000000,7185.78245386,Msini,22.900000
HD 82886 b,705.00000000000,13.30000000,740.54390000,Msini,1.730000
HD 82943 b,441.47000000000,13.50000000,534.25000000,Mass,1.190000
HD 82943 c,220.07800000000,13.40000000,622.60300000,Mass,1.420000
HD 8326 b,158.99100000000,9.58000000,66.60000000,Msini,0.416000
HD 83443 b,2.98562800000,14.10000000,127.76701961,Msini,0.250000
HD 83443 c,8241.00000000000,13.60000000,476.74261050,Mass,1.040000
HD 8535 b,1313.00000000000,14.00000000,216.12440000,Msini,0.433000
HD 85390 b,799.52000000000,6.16000000,31.46517000,Msini,0.740000
HD 8574 b,227.00000000000,13.40000000,645.19490000,Msini,1.470000
HD 86065 b,25775.78859000000,12.50000000,2877.30056857,Mass,8.100000
HD 86081 b,2.13784310000,13.60000000,470.38840000,Msini,1.030000
HD 86226 b,1628.00000000000,14.30000000,143.02350000,Mass,0.269000
HD 86226 c,3.98442000000,2.16000000,7.25000000,Mass,3.970000
HD 86264 b,1488.79123000000,12.50000000,3117.26101586,Mass,8.770000
HD 86728 b,31.15150000000,3.03000000,9.43000000,Msini,1.860000
HD 8673 b,1644.69097000000,12.30000000,4210.59073594,Mass,12.400000
HD 86950 b,1270.00000000000,13.00000000,1144.18800000,Msini,2.860000
HD 87646 b,13.48100000000,12.40000000,3941.09200000,Msini,11.400000
HD 87816 b,484.17000000000,12.70000000,2142.16346318,Msini,5.750000
HD 87816 c,7596.00000000000,12.40000000,3877.50656540,Msini,11.200000
HD 87883 b,3006.00000000000,12.70000000,2005.49724817,Mass,5.380000
HD 88072 b,18538.79293000000,12.60000000,2511.79790052,Mass,6.900000
HD 88133 b,3.41488400000,13.80000000,324.18660000,Mass,0.678000
HD 88986 b,146.05000000000,2.49000000,17.20000000,Mass,6.100000
HD 89307 b,2166.00000000000,13.40000000,642.01338214,Mass,1.470000
HD 89345 b,11.81430000000,7.39794000,34.96130000,Mass,0.471000
HD 89744 b,256.78000000000,12.60000000,2653.88050000,Msini,7.290000
HD 89839 b,3441.00000000000,12.90000000,1592.32031907,Mass,4.080000
HD 90156 b,49.77000000000,4.43000000,17.98000000,Msini,1.140000
HD 9174 b,1179.00000000000,13.70000000,352.79130000,Msini,0.754000
HD 92788 b,325.80300000000,13.00000000,1195.04080000,Msini,2.990000
HD 92788 c,11611.29750000000,13.00000000,1166.43610000,Msini,2.920000
HD 93083 b,143.58000000000,13.40000000,117.59000000,Msini,0.269000
HD 93351 b,2.45946000000,1.69000000,3.49611248,Msini,3.980000
HD 93351 c,14010.29410000000,12.30000000,4154.01727949,Mass,12.300000
HD 93385 b,7.34260000000,1.88000000,4.20000000,Msini,3.470000
HD 93385 c,13.18000000000,2.56000000,7.10000000,Msini,2.330000
HD 93385 d,45.85000000000,2.89000000,8.70000000,Msini,1.980000
HD 93963 A b,1.03761090000,1.46954368,2.80000000,Mass,4.810000
HD 93963 A c,3.64513890000,3.11976057,18.40000000,Mass,3.310000
HD 9446 b,30.05200000000,14.00000000,222.47200000,Msini,0.446000
HD 9446 c,192.90000000000,13.40000000,578.42600000,Msini,1.320000
HD 94771 b,2164.00000000000,14.20000000,169.00000000,Msini,0.324000
HD 94834 b,1576.00000000000,13.70000000,400.46580000,Msini,0.856000
HD 94890 b,824.61000000000,13.30000000,676.97450691,Msini,1.580000
HD 94890 c,2492.19000000000,12.50000000,2831.85110637,Msini,7.970000
HD 95086 b,,12.90000000,1589.00000000,Mass,4.070000
HD 95089 b,464.40000000000,13.70000000,400.46580000,Msini,0.856000
HD 95089 c,1785.00000000000,13.10000000,1096.51350000,Msini,2.680000
HD 95127 b,482.00000000000,12.40000000,3378.53290000,Msini,9.740000
HD 95338 b,55.08700000000,3.89000000,42.44000000,Mass,3.980000
HD 95544 b,2041.54152000000,12.80000000,1913.64483855,Mass,5.010000
HD 95735 c,2946.00000000000,3.76000000,13.60000000,Msini,1.410000
HD 95872 b,4375.00000000000,13.00000000,1188.68420000,Msini,2.970000
HD 96063 b,362.50000000000,13.70000000,403.64410000,Msini,0.863000
HD 96127 b,647.29999000000,12.10000000,6661.71680000,Msini,20.700000
HD 96167 b,498.04000000000,14.00000000,227.88411000,Msini,0.456000
HD 96700 b,8.12450000000,2.93000000,8.90000000,Msini,1.940000
HD 96700 c,19.88000000000,1.69000000,3.50000000,Msini,3.980000
HD 96700 d,103.50000000000,3.61000000,12.70000000,Msini,1.480000
HD 96992 b,514.00000000000,13.70000000,362.32620000,Msini,0.774000
HD 97037 b,6449.08337000000,12.10000000,6707.76852973,Mass,20.800000
HD 97048 b,,13.30000000,794.57500000,Mass,1.860000
HD 97658 b,9.48971160000,2.12000000,8.30000000,Mass,4.800000
HD 98219 b,433.80000000000,13.40000000,624.21812000,Msini,1.430000
HD 98649 b,5384.00000000000,12.50000000,3082.93554790,Mass,8.670000
HD 98736 b,968.80000000000,13.30000000,740.54390000,Msini,1.730000
HD 99109 b,439.29999000000,14.30000000,139.84520000,Msini,0.263000
HD 99283 b,310.40000000000,13.80000000,308.29355479,Msini,0.645000
HD 99492 b,17.05030000000,5.44000000,25.50000000,Msini,0.870000
HD 99492 c,95.23300000000,4.42000000,17.90000000,Msini,1.140000
HD 99706 b,841.00000000000,13.70000000,390.93090000,Msini,0.835000
HD 99706 c,1278.00000000000,12.80000000,1808.45270000,Msini,4.740000
HIP 105854 b,184.20000000000,12.60000000,2606.10000000,Msini,7.160000
HIP 107772 b,55.19900000000,3.64000000,12.90000000,Msini,1.470000
HIP 107773 b,144.30000000000,13.40000000,629.30340000,Msini,1.440000
HIP 109384 b,499.48000000000,13.50000000,495.81480000,Msini,1.110000
HIP 109600 b,232.08000000000,13.20000000,851.78440000,Msini,2.040000
HIP 113103 b,7.61030300000,1.82900000,4.00000000,M-R relationship,3.590000
HIP 113103 c,14.24564800000,2.40000000,6.35000000,M-R relationship,2.520000
HIP 114933 b,1481.60000000000,13.40000000,616.58710958,Msini,1.410000
HIP 116454 b,9.10041570000,2.46900000,9.70000000,Mass,3.530000
HIP 12961 b,57.43500000000,13.20000000,114.41880000,Msini,0.273000
HIP 14810 b,6.67389200000,13.00000000,1239.53700000,Msini,3.100000
HIP 14810 c,147.74700000000,13.60000000,416.35730000,Msini,0.910000
HIP 14810 d,981.80000000000,14.10000000,187.51970000,Msini,0.368000
HIP 19976 b,50.65905000000,4.94000000,21.61233168,Msini,0.985000
HIP 21152 b,22000.00000000000,12.00000000,7627.88176800,Mass,24.300000
HIP 29442 c,3.53795590000,1.55100000,4.50000000,Mass,6.300000
HIP 29442 d,6.42957500000,1.53800000,5.14000000,Mass,11.000000
HIP 34222 b,159.98600000000,13.90000000,263.79757781,Msini,0.540000
HIP 35173 b,41.51600000000,3.61000000,12.70000000,Msini,1.480000
HIP 35965 b,26125.56497000000,12.60000000,2589.98368864,Mass,7.110000
HIP 38594 b,60.72200000000,2.77000000,8.10000000,Msini,2.090000
HIP 38594 c,3477.76800000000,7.94000000,48.40000000,Msini,0.531000
HIP 39017 b,31000.00000000000,12.00000000,7500.75040520,Mass,23.900000
HIP 41378 b,15.57208000000,2.59500000,6.89000000,Mass,2.170000
HIP 41378 c,31.70603000000,2.72700000,4.40000000,Mass,1.190000
HIP 41378 d,278.36180000000,3.54000000,4.60000000,Mass,0.560000
HIP 41378 e,369.00000000000,4.92000000,12.00000000,Mass,0.550000
HIP 41378 f,542.07975000000,9.20000000,12.00000000,Mass,0.090000
HIP 41378 g,62.06000000000,2.54000000,7.00000000,Msini,2.350000
HIP 4845 b,34.15000000000,3.89000000,14.40000000,Msini,1.340000
HIP 48714 b,17.81800000000,5.11000000,22.90000000,Msini,0.943000
HIP 5158 b,345.72000000000,13.60000000,451.00000000,Msini,0.985000
HIP 5158 c,9017.76000000000,12.20000000,4780.16320000,Msini,14.500000
HIP 54373 b,7.76000000000,2.87000000,8.62000000,Msini,2.000000
HIP 54373 c,15.14400000000,3.57000000,12.44000000,Msini,1.500000
HIP 54597 b,3274.00000000000,13.30000000,762.78817680,Mass,1.780000
HIP 55507 b,5138.43727000000,12.60000000,2585.53409095,Mass,7.100000
HIP 56640 b,2675.57603000000,12.70000000,2151.69831539,Mass,5.770000
HIP 57274 b,8.13520000000,2.40000000,6.35660000,Msini,2.530000
HIP 57274 c,32.03000000000,14.20000000,130.00000000,Msini,0.249000
HIP 57274 d,431.70000000000,14.20000000,167.40000000,Msini,0.321000
HIP 5763 b,30.01400000000,14.20000000,162.09248757,Msini,0.311000
HIP 63242 b,124.60000000000,12.50000000,2917.56000000,Msini,8.210000
HIP 65 A b,0.98097340000,22.75427000,1021.18779000,Mass,0.480000
HIP 65407 b,28.12500000000,14.30000000,136.03124000,Msini,0.256000
HIP 65407 c,67.30000000000,13.90000000,249.17872000,Msini,0.510000
HIP 65426 b,,16.81350000,2860.47000000,Mass,3.310000
HIP 65891 b,1079.55726000000,12.80000000,1871.37366042,Mass,4.900000
HIP 66074 b,310.90000000000,12.90000000,1589.14203500,Mass,4.070000
HIP 67522 b,6.95947310000,9.98720180,71.40000000,M-R relationship,0.394000
HIP 67522 c,14.33489200000,7.93595834,48.30000000,M-R relationship,0.531000
HIP 67537 b,2523.64713000000,12.30000000,4309.11754211,Mass,12.700000
HIP 67851 b,89.23000000000,13.70000000,365.50266805,Msini,0.781000
HIP 67851 c,3128.41000000000,12.70000000,2204.77565936,Mass,5.910000
HIP 70849 b,3649.00000000000,12.90000000,1430.22783150,Mass,3.660000
HIP 71135 b,87.19000000000,4.55000000,18.80000000,Msini,1.100000
HIP 74890 b,822.30000000000,13.30000000,762.79200000,Msini,1.780000
HIP 75092 b,926.40000000000,13.50000000,568.91284853,Msini,1.270000
HIP 77900 b,,12.10000000,6674.39654700,Mass,20.700000
HIP 78530 b,,12.00000000,7300.00000000,Mass,23.200000
HIP 79098 AB b,,12.10000000,6515.51500000,Mass,20.200000
HIP 79431 b,111.70000000000,13.40000000,667.41500000,Msini,1.520000
HIP 81208 C b,104100.00000000000,12.30000000,4703.86042360,Mass,13.900000
HIP 8152 b,10.75101400000,2.53625843,8.90000000,Mass,2.970000
HIP 8152 c,19.60562000000,2.52442508,10.70000000,Mass,3.630000
HIP 8541 b,1852.14387000000,12.60000000,2451.72833160,Mass,6.730000
HIP 86221 b,2.22400000000,14.00000000,225.65816897,Msini,0.452000
HIP 90988 b,455.73816000000,13.40000000,668.07531151,Msini,1.530000
HIP 91258 b,5.05050000000,13.70000000,346.43470000,Msini,0.740000
HIP 94235 b,7.71305700000,3.00000000,379.00000000,Mass,
HIP 948 b,24955.45756000000,12.10000000,6547.26518420,Mass,20.300000
HIP 9618 b,20.77285800000,3.82838127,8.30000000,Mass,0.810000
HIP 9618 c,52.56363000000,3.42855926,7.00000000,Mass,1.000000
HIP 97166 b,10.28891400000,2.48013380,19.10000000,Mass,6.860000
HIP 97166 c,16.43200000000,2.75000000,8.00000000,Msini,2.110000
HIP 97233 b,1062.26506000000,12.10000000,6098.17364511,Mass,18.900000
HIP 99770 b,18600.00000000000,12.20000000,5117.03735270,Mass,15.500000
HN Lib b,36.11600000000,2.20000000,5.46000000,Msini,2.820000
HN Peg b,,11.77680000,6991.57000000,Mass,23.500000
HR 2562 b,,12.44199000,4195.33497240,Mass,12.000000
HR 5183 b,27000.00000000000,13.10000000,1052.01202717,Mass,2.570000
HR 810 b,302.79999000000,12.70000000,1970.53612340,Mass,5.290000
HR 858 b,3.58528700000,2.00400000,3.55000000,Mass,2.440000
HR 858 c,5.97386500000,1.97900000,3.80000000,Mass,2.900000
HR 858 d,11.23051100000,2.00100000,7.10000000,Mass,4.900000
HR 8799 b,170000.00000000000,13.00000000,2000.00000000,Mass,5.000000
HR 8799 c,69000.00000000000,13.00000000,3000.00000000,Mass,7.500000
HR 8799 d,37000.00000000000,13.00000000,3000.00000000,Mass,7.500000
HR 8799 e,20815.60000000000,13.11453000,3178.30000000,Mass,7.740000
HS Psc b,3.98600000000,13.60000000,464.02947422,Msini,1.010000
HU Aqr AB b,2390.00000000000,12.80000000,1875.19700000,Msin(i)/sin(i),4.910000
HU Aqr AB c,4368.00000000000,12.90000000,1430.23500000,Msin(i)/sin(i),3.660000
IC 4651 9122 b,734.00000000000,12.70000000,2002.32900000,Msini,5.370000
IRAS 04125+2902 b,8.83497800000,10.73820351,80.80000000,M-R relationship,0.359000
ITG 15 b,,12.10000000,6674.39654700,Mass,20.700000
K2-10 b,19.30553000000,3.77300000,25.20000000,Mass,2.360000
K2-100 b,1.67390350000,3.88000000,21.80000000,Mass,2.040000
K2-101 b,14.67624290000,2.00000000,4.66000000,M-R relationship,3.200000
K2-102 b,9.91561500000,1.30000000,2.24000000,M-R relationship,5.600000
K2-104 b,1.97419540000,1.79000000,3.86000000,M-R relationship,3.700000
K2-105 b,8.26726000000,3.40000000,15.40000000,Mass,2.240000
K2-107 b,3.31395900000,15.98000000,266.97720000,Mass,0.350000
K2-108 b,4.73399900000,5.33000000,59.40000000,Mass,2.220000
K2-11 b,39.93767000000,7.55000000,44.40000000,M-R relationship,0.567000
K2-110 b,13.86375000000,2.59200000,15.90000000,Mass,5.020000
K2-111 b,5.35180000000,1.82000000,5.58000000,Mass,5.000000
K2-111 c,15.68050000000,3.33000000,11.08000000,Msini,1.650000
K2-113 b,5.81768500000,12.14000000,410.00070000,Mass,1.970000
K2-114 b,11.39093100000,10.59248676,638.83509807,Mass,2.960000
K2-115 b,20.27299140000,11.80305668,321.00669107,Mass,1.070000
K2-116 b,4.65541100000,0.69000000,0.25700000,M-R relationship,4.300000
K2-117 b,1.29160000000,2.03000000,4.78000000,M-R relationship,3.140000
K2-117 c,5.44401700000,2.06000000,4.90000000,M-R relationship,3.080000
K2-118 b,50.92092000000,2.54000000,6.99000000,M-R relationship,2.340000
K2-119 b,7.72728300000,2.53000000,6.94000000,M-R relationship,2.350000
K2-12 b,8.28246000000,2.44000000,5.20000000,Mass,1.600000
K2-121 b,5.18573800000,7.16000000,51.00000000,Mass,0.700000
K2-122 b,2.21930230000,1.16000000,1.65000000,M-R relationship,5.810000
K2-123 b,30.95152400000,2.76000000,8.05000000,M-R relationship,2.100000
K2-124 b,6.41365100000,2.90000000,8.75000000,M-R relationship,1.970000
K2-125 b,21.75026400000,2.18000000,5.39000000,M-R relationship,2.860000
K2-126 b,7.38565500000,1.97000000,4.54000000,M-R relationship,3.260000
K2-127 b,3.58816300000,8.37000000,52.90000000,M-R relationship,0.496000
K2-128 b,5.67581900000,1.42000000,2.60000000,M-R relationship,4.990000
K2-129 b,8.23949300000,1.04000000,1.12000000,M-R relationship,5.470000
K2-13 b,39.91488000000,1.89000000,4.23000000,M-R relationship,3.440000
K2-130 b,2.49412000000,1.25000000,2.10000000,M-R relationship,5.910000
K2-131 b,0.36930380000,1.69000000,7.90000000,Mass,8.800000
K2-132 b,9.17510000000,14.57170000,155.73670000,Mass,0.277000
K2-133 b,3.07133000000,1.34000000,2.36000000,M-R relationship,5.390000
K2-133 c,4.86784000000,1.60300000,3.20000000,M-R relationship,4.270000
K2-133 d,11.02454000000,2.00300000,4.67000000,M-R relationship,3.190000
K2-133 e,26.58410000000,1.73000000,3.64000000,M-R relationship,3.860000
K2-136 b,7.97520000000,1.01400000,4.30000000,Mass,24.000000
K2-136 c,17.30713000000,3.00000000,18.10000000,Mass,3.690000
K2-136 d,25.57500000000,1.56500000,3.00000000,Mass,4.300000
K2-137 b,0.17971900000,0.64000000,158.91500000,Mass,
K2-138 b,2.35309000000,1.51000000,3.10000000,Mass,4.900000
K2-138 c,3.56004000000,2.29900000,6.31000000,Mass,2.800000
K2-138 d,5.40479000000,2.39000000,7.92000000,Mass,3.100000
K2-138 e,8.26146000000,3.39000000,12.97000000,Mass,1.800000
K2-138 f,12.75758000000,2.90400000,1.63000000,Mass,0.400000
K2-138 g,41.96797000000,3.01300000,4.32000000,Mass,0.900000
K2-139 b,28.38061900000,9.11000000,123.00021000,Mass,0.910000
K2-14 b,8.36802000000,4.81000000,20.70000000,M-R relationship,1.020000
K2-140 b,6.56918800000,13.56286665,295.58041851,Mass,0.660000
K2-141 b,0.28032440000,1.51000000,4.97000000,Mass,7.930000
K2-141 c,7.74850000000,7.00000000,8.00000000,Mass,0.081000
K2-146 b,2.64460000000,2.05000000,5.77000000,Mass,3.690000
K2-146 c,4.00498000000,2.19000000,7.49000000,Mass,3.920000
K2-147 b,0.96193900000,1.47286006,2.77000000,M-R relationship,4.760000
K2-148 b,4.38395000000,1.33000000,2.33000000,M-R relationship,5.440000
K2-148 c,6.92260000000,1.73000000,3.64000000,M-R relationship,3.860000
K2-148 d,9.75790000000,1.64000000,3.33000000,M-R relationship,4.150000
K2-149 b,11.33200000000,1.64000000,3.33000000,M-R relationship,4.150000
K2-15 b,11.81040000000,2.48000000,6.71000000,M-R relationship,2.420000
K2-150 b,10.59357000000,2.00000000,4.66000000,M-R relationship,3.200000
K2-151 b,3.83547600000,1.49000000,2.83000000,M-R relationship,4.700000
K2-152 b,32.64790000000,2.29000000,5.86000000,M-R relationship,2.680000
K2-153 b,7.51574000000,2.00000000,4.66000000,M-R relationship,3.200000
K2-154 b,3.67626000000,1.99000000,4.62000000,M-R relationship,3.220000
K2-154 c,7.95486000000,2.07000000,4.94000000,M-R relationship,3.060000
K2-155 b,6.34200000000,1.80000000,3.89000000,M-R relationship,3.670000
K2-155 c,13.85000000000,2.60000000,7.27000000,M-R relationship,2.270000
K2-155 d,40.71800000000,1.90000000,4.27000000,M-R relationship,3.420000
K2-156 b,0.81314300000,1.10000000,1.37000000,M-R relationship,5.660000
K2-157 b,0.36525750000,0.93500000,1.14000000,Mass,7.700000
K2-157 c,25.94200000000,6.08000000,30.80000000,Msini,0.753000
K2-157 d,66.50000000000,5.16000000,23.30000000,Msini,0.932000
K2-158 b,10.06049000000,2.64000000,7.46000000,M-R relationship,2.230000
K2-158 c,5.90279000000,1.28000000,2.18000000,M-R relationship,5.710000
K2-159 b,12.42205000000,2.26000000,5.73000000,M-R relationship,2.730000
K2-16 b,7.61880000000,2.02000000,4.74000000,M-R relationship,3.160000
K2-16 c,19.07863000000,2.54000000,6.99000000,M-R relationship,2.340000
K2-160 b,3.70587100000,3.17824034,10.20000000,M-R relationship,1.750000
K2-161 b,9.28318800000,6.11721229,31.10000000,M-R relationship,0.747000
K2-162 b,9.45889000000,1.44000000,2.67000000,M-R relationship,4.910000
K2-163 b,6.67311700000,2.46610713,6.65000000,M-R relationship,2.440000
K2-164 b,17.35506600000,3.24925008,10.60000000,M-R relationship,1.700000
K2-165 b,2.35499200000,1.27443657,2.17000000,M-R relationship,5.760000
K2-165 c,4.38274500000,1.55409035,3.03000000,M-R relationship,4.440000
K2-165 d,14.10136100000,2.64809498,7.50000000,M-R relationship,2.220000
K2-166 b,8.52695000000,2.19000000,5.43000000,M-R relationship,2.840000
K2-167 b,9.97854100000,2.36509493,6.50000000,Mass,2.870000
K2-168 b,15.85230000000,1.86000000,4.12000000,M-R relationship,3.520000
K2-169 b,6.38080300000,1.27328671,2.16000000,M-R relationship,5.750000
K2-17 b,17.96753000000,2.23000000,5.60000000,M-R relationship,2.770000
K2-170 b,7.57654400000,1.41817537,2.60000000,M-R relationship,5.010000
K2-170 c,12.40004700000,1.80176470,3.90000000,M-R relationship,3.660000
K2-171 b,5.62846600000,2.68657205,7.69000000,M-R relationship,2.180000
K2-172 b,14.31694100000,1.66608079,3.42000000,M-R relationship,4.060000
K2-172 c,29.62682000000,3.20569097,10.40000000,M-R relationship,1.730000
K2-173 b,5.86869900000,1.60826194,3.22000000,M-R relationship,4.250000
K2-174 b,19.56230700000,2.60000000,7.27000000,M-R relationship,2.270000
K2-175 b,9.52598800000,2.03803688,4.81000000,M-R relationship,3.120000
K2-176 b,5.32943900000,1.49090097,2.83000000,M-R relationship,4.690000
K2-177 b,14.15518500000,2.11620480,5.13000000,M-R relationship,2.970000
K2-178 b,8.74781800000,3.55790985,12.40000000,M-R relationship,1.510000
K2-179 b,5.17219100000,2.51267885,6.86000000,M-R relationship,2.380000
K2-18 b,32.93962300000,2.37000000,8.92000000,Mass,4.110000
K2-18 c,8.96200000000,2.65000000,7.51000000,Msini,2.220000
K2-180 b,8.86566300000,2.46597575,11.41003981,Mass,4.160000
K2-181 b,6.89410000000,2.69000000,7.70000000,M-R relationship,2.170000
K2-182 b,4.73696960000,2.71257333,20.97667486,Mass,5.700000
K2-183 b,0.46928500000,1.10000000,1.37000000,M-R relationship,5.660000
K2-183 c,10.78799200000,2.30000000,5.90000000,M-R relationship,2.660000
K2-183 d,22.62034400000,2.30000000,5.90000000,M-R relationship,2.660000
K2-184 b,16.97801020000,1.47000000,2.76000000,M-R relationship,4.770000
K2-185 b,10.61638400000,1.15000000,1.60000000,M-R relationship,5.780000
K2-185 c,52.71349400000,2.39000000,6.30000000,M-R relationship,2.540000
K2-186 b,41.47421900000,3.17207779,10.20000000,M-R relationship,1.760000
K2-187 b,0.77401000000,1.20000000,1.87000000,M-R relationship,5.950000
K2-187 c,2.87151200000,1.40000000,2.54000000,M-R relationship,5.090000
K2-187 d,7.14958400000,2.40000000,6.35000000,M-R relationship,2.520000
K2-187 e,13.60662900000,1.90000000,4.27000000,M-R relationship,3.420000
K2-188 b,1.74216900000,1.35000000,2.39000000,M-R relationship,5.340000
K2-188 c,7.81025300000,2.83000000,8.40000000,M-R relationship,2.040000
K2-189 b,2.58812000000,1.40300000,2.55000000,M-R relationship,5.070000
K2-189 c,6.67932000000,2.31000000,5.95000000,M-R relationship,2.650000
K2-19 b,7.92220000000,7.00000000,32.40000000,Mass,0.520000
K2-19 c,11.89930000000,4.10000000,10.80000000,Mass,0.870000
K2-19 d,2.50810000000,1.11000000,10.00000000,Mass,40.000000
K2-190 b,10.09885800000,1.35673729,2.41000000,M-R relationship,5.300000
K2-190 c,21.57402300000,1.09308317,1.34000000,M-R relationship,5.640000
K2-191 b,2.85864600000,1.57889322,3.12000000,M-R relationship,4.360000
K2-192 b,4.16281700000,1.52000000,2.92000000,M-R relationship,4.570000
K2-193 b,14.78688900000,3.95000000,14.80000000,M-R relationship,1.320000
K2-194 b,39.72138600000,3.64229858,12.90000000,M-R relationship,1.470000
K2-195 b,15.85297500000,3.13000000,9.96000000,M-R relationship,1.780000
K2-195 c,28.48278600000,2.57581891,7.16000000,M-R relationship,2.300000
K2-196 b,48.32422200000,3.59970536,12.60000000,M-R relationship,1.480000
K2-197 b,8.35788100000,2.56000000,7.08000000,M-R relationship,2.320000
K2-198 b,17.04286830000,4.18900000,16.30000000,M-R relationship,1.220000
K2-198 c,3.35960550000,1.42300000,2.61000000,M-R relationship,4.980000
K2-198 d,7.45001770000,2.43800000,6.52000000,M-R relationship,2.470000
K2-199 b,3.22539930000,1.73000000,6.90000000,Mass,7.200000
K2-199 c,7.37448970000,2.85000000,12.40000000,Mass,2.900000
K2-200 b,2.84988300000,1.36439870,2.43000000,M-R relationship,5.260000
K2-201 b,1.05979000000,1.40006712,2.54000000,M-R relationship,5.090000
K2-201 c,22.77987800000,3.28568401,10.80000000,M-R relationship,1.670000
K2-2016-BLG-0005L b,4700.00000000000,13.70000000,349.61124770,Mass,0.747000
K2-202 b,3.40516400000,2.30165603,5.91000000,M-R relationship,2.660000
K2-203 b,9.69520000000,1.26549392,2.14000000,M-R relationship,5.800000
K2-204 b,7.05590800000,3.17214154,10.20000000,M-R relationship,1.760000
K2-205 b,26.67226300000,1.99552771,4.64000000,M-R relationship,3.210000
K2-206 b,18.29454900000,2.79522879,8.22000000,M-R relationship,2.070000
K2-207 b,12.48749000000,2.60585269,7.30000000,M-R relationship,2.270000
K2-208 b,4.19097000000,1.67462172,3.45000000,M-R relationship,4.040000
K2-209 b,2.08061500000,0.86850263,0.58600000,M-R relationship,4.920000
K2-21 b,9.32503800000,1.84000000,4.04000000,M-R relationship,2.700000
K2-21 c,15.50192000000,2.49000000,6.76000000,M-R relationship,5.400000
K2-210 b,0.57023000000,0.86000000,0.56600000,M-R relationship,4.890000
K2-211 b,0.66956100000,1.33162691,2.33000000,M-R relationship,5.420000
K2-212 b,9.79564700000,2.65000000,7.51000000,M-R relationship,2.220000
K2-213 b,8.13087000000,1.51398464,2.90000000,M-R relationship,4.590000
K2-214 b,8.59656000000,2.51000000,6.85000000,M-R relationship,2.380000
K2-215 b,8.26964800000,2.12381238,5.16000000,M-R relationship,2.960000
K2-216 b,2.17480000000,1.75000000,8.00000000,Mass,8.200000
K2-217 b,14.07452400000,3.57854073,12.50000000,M-R relationship,1.500000
K2-218 b,8.67988500000,2.56948149,7.13000000,M-R relationship,2.310000
K2-219 b,3.90128700000,1.34762583,2.38000000,M-R relationship,5.340000
K2-219 c,6.66767000000,1.43839723,2.66000000,M-R relationship,4.910000
K2-219 d,11.13727800000,2.57634456,7.16000000,M-R relationship,2.300000
K2-22 b,0.38107300000,2.30000000,444.96200000,Mass,
K2-220 b,13.68186000000,2.37000000,6.21000000,M-R relationship,2.560000
K2-221 b,2.39909400000,1.67890272,3.46000000,M-R relationship,4.020000
K2-222 b,15.38857000000,2.35000000,8.70000000,Mass,3.680000
K2-223 b,0.50557000000,0.89000000,0.64000000,M-R relationship,4.990000
K2-223 c,4.56254600000,1.50000000,2.86000000,M-R relationship,4.660000
K2-224 b,4.47904000000,1.56000000,3.05000000,M-R relationship,4.410000
K2-224 c,10.09489000000,2.41000000,6.39000000,M-R relationship,2.510000
K2-225 b,15.87230000000,3.60929179,12.70000000,M-R relationship,1.480000
K2-226 b,3.27109000000,1.53899305,2.98000000,M-R relationship,4.490000
K2-227 b,13.62183200000,1.66551298,3.41000000,M-R relationship,4.060000
K2-228 b,2.69828000000,1.21000000,1.92000000,M-R relationship,5.960000
K2-229 b,0.58421600000,1.00000000,2.55000000,Mass,7.600000
K2-229 c,8.32727000000,2.03000000,7.00000000,Mass,5.100000
K2-230 b,2.86041000000,1.96000000,4.50000000,M-R relationship,3.280000
K2-231 b,13.84190100000,2.50000000,6.80000000,M-R relationship,2.390000
K2-232 b,11.16845400000,11.20900000,126.49634000,Mass,0.405000
K2-233 b,2.46758300000,1.31500000,2.40000000,Mass,5.700000
K2-233 c,7.06024000000,1.27200000,4.60000000,Mass,12.400000
K2-233 d,24.36810000000,2.36300000,10.30000000,Mass,4.300000
K2-237 b,2.18053332000,16.06246934,434.15360396,Mass,0.577000
K2-238 b,3.20466000000,14.57170000,273.33380000,Mass,0.560000
K2-239 b,5.24000000000,1.10000000,1.37000000,M-R relationship,5.660000
K2-239 c,7.77500000000,1.00000000,0.97200000,M-R relationship,5.340000
K2-239 d,10.11500000000,1.10000000,1.37000000,M-R relationship,5.660000
K2-24 b,20.88977000000,5.40000000,19.00000000,Mass,0.640000
K2-24 c,42.33910000000,7.50000000,15.40000000,Mass,0.200000
K2-240 b,6.03400000000,2.00000000,4.66000000,M-R relationship,3.200000
